adidas;Balenciaga;950 CHF;https://www.farfetch.com//ch/shopping/men/balenciaga-bouncer-tread-clogs-item-20115025.aspx?storeid=13539
adidas;x Yeezy Boost 350 V2 &quot;MX Dark Salt&quot; sneakers;277 CHF;https://www.farfetch.com//ch/shopping/men/adidas-x-yeezy-boost-350-v2-mx-dark-salt-sneakers-item-21025660.aspx?storeid=11218
Palm Angels;adidas;277 CHF;https://www.farfetch.com//ch/shopping/men/adidas-x-yeezy-boost-350-v2-mx-dark-salt-sneakers-item-21025660.aspx?storeid=11218
Palm Angels;logo-print touch-strap slides;292 CHF;https://www.farfetch.com//ch/shopping/men/palm-angels-logo-print-touch-strap-slides-item-19296849.aspx?storeid=9462
Axel Arigato;Palm Angels;292 CHF;https://www.farfetch.com//ch/shopping/men/palm-angels-logo-print-touch-strap-slides-item-19296849.aspx?storeid=9462
Axel Arigato;Dice Lo panelled sneakers;270 CHF;https://www.farfetch.com//ch/shopping/men/axel-arigato-dice-lo-panelled-sneakers-item-20972673.aspx?storeid=13537
Marcelo Burlon County of Milan;Axel Arigato;270 CHF;https://www.farfetch.com//ch/shopping/men/axel-arigato-dice-lo-panelled-sneakers-item-20972673.aspx?storeid=13537
Marcelo Burlon County of Milan;Icon Wings slides;135 CHF;https://www.farfetch.com//ch/shopping/men/marcelo-burlon-county-of-milan-icon-wings-slides-item-20156778.aspx?storeid=12550
Nike;Marcelo Burlon County of Milan;135 CHF;https://www.farfetch.com//ch/shopping/men/marcelo-burlon-county-of-milan-icon-wings-slides-item-20156778.aspx?storeid=12550
Nike;Dunk Low Shashiko &quot;Light Orewood Brown&quot; sneakers;192 CHF;https://www.farfetch.com//ch/shopping/men/nike-dunk-low-shashiko-light-orewood-brown-sneakers-item-20015342.aspx?storeid=11218
New Balance;Nike;192 CHF;https://www.farfetch.com//ch/shopping/men/nike-dunk-low-shashiko-light-orewood-brown-sneakers-item-20015342.aspx?storeid=11218
New Balance;550 &quot;White / Winter Fog&quot; sneakers;120 CHF;https://www.farfetch.com//ch/shopping/men/new-balance-550-white-winter-fog-sneakers-item-21835630.aspx?storeid=11218
adidas Yeezy;New Balance;120 CHF;https://www.farfetch.com//ch/shopping/men/new-balance-550-white-winter-fog-sneakers-item-21835630.aspx?storeid=11218
adidas Yeezy;YEEZY 700 V3 &quot;Azael&quot; sneakers;304 CHF;https://www.farfetch.com//ch/shopping/men/adidas-yeezy-yeezy-700-v3-azael-sneakers-item-14904925.aspx?storeid=11218
adidas;adidas Yeezy;304 CHF;https://www.farfetch.com//ch/shopping/men/adidas-yeezy-yeezy-700-v3-azael-sneakers-item-14904925.aspx?storeid=11218
adidas;Handball Spezial &quot;Light Blue&quot; sneakers;152 CHF;https://www.farfetch.com//ch/shopping/men/adidas-handball-spezial-light-blue-sneakers-item-20753302.aspx?storeid=9954
Versace;adidas;152 CHF;https://www.farfetch.com//ch/shopping/men/adidas-handball-spezial-light-blue-sneakers-item-20753302.aspx?storeid=9954
Versace;Chain Reaction sneakers;631 CHF;https://www.farfetch.com//ch/shopping/men/versace-chain-reaction-sneakers-item-13541220.aspx?storeid=9283
Philipp Plein;Versace;631 CHF;https://www.farfetch.com//ch/shopping/men/versace-chain-reaction-sneakers-item-13541220.aspx?storeid=9283
Philipp Plein;Supersonic low-top sneakers ;760 CHF;https://www.farfetch.com//ch/shopping/men/philipp-plein-supersonic-low-top-sneakers-item-18871506.aspx?storeid=13847
Philipp Plein;Philipp Plein;760 CHF;https://www.farfetch.com//ch/shopping/men/philipp-plein-supersonic-low-top-sneakers-item-18871506.aspx?storeid=13847
Philipp Plein;Supersonic low-top sneakers ;457 CHF;https://www.farfetch.com//ch/shopping/men/philipp-plein-supersonic-low-top-sneakers-item-18872385.aspx?storeid=11845
Philippe Model Paris;Philipp Plein;457 CHF;https://www.farfetch.com//ch/shopping/men/philipp-plein-supersonic-low-top-sneakers-item-18872385.aspx?storeid=11845
Philippe Model Paris;PRSX leather low-top sneakers;340 CHF;https://www.farfetch.com//ch/shopping/men/philippe-model-paris-prsx-leather-low-top-sneakers-item-20206976.aspx?storeid=13717
Dr. Martens;Philippe Model Paris;340 CHF;https://www.farfetch.com//ch/shopping/men/philippe-model-paris-prsx-leather-low-top-sneakers-item-20206976.aspx?storeid=13717
Dr. Martens;1461 Bex leather oxford shoes;202 CHF;https://www.farfetch.com//ch/shopping/men/dr-martens-1461-bex-leather-oxford-shoes-item-21031408.aspx?storeid=9671
Premiata;Dr. Martens;202 CHF;https://www.farfetch.com//ch/shopping/men/dr-martens-1461-bex-leather-oxford-shoes-item-21031408.aspx?storeid=9671
Premiata;Landeck panelled sneakers;242 CHF;https://www.farfetch.com//ch/shopping/men/premiata-landeck-panelled-sneakers-item-20916058.aspx?storeid=11004
Dsquared2;Premiata;242 CHF;https://www.farfetch.com//ch/shopping/men/premiata-landeck-panelled-sneakers-item-20916058.aspx?storeid=11004
Dsquared2;Icon low-top sneakers;494 CHF;https://www.farfetch.com//ch/shopping/men/dsquared2-icon-low-top-sneakers-item-20668339.aspx?storeid=9462
Dsquared2;Dsquared2;494 CHF;https://www.farfetch.com//ch/shopping/men/dsquared2-icon-low-top-sneakers-item-20668339.aspx?storeid=9462
