Jordan;Nike Dunk Low;Nike Dunk Low Championship Court Purple;2022-05-05;70 CHF;https://stockx.com/nike-dunk-low-championship-court-purple
Nike;Jordan 5 Retro;Jordan 5 Retro A Ma Maniére Dawn (Women's);2023-11-17;177 CHF;https://stockx.com/air-jordan-5-retro-a-ma-maniere-diffused-blue-womens
Nike;Nike Dunk Low;Nike Dunk Low Tweed Midnight Navy Corduroy;2023-11-08;107 CHF;https://stockx.com/nike-dunk-low-tweed-midnight-navy-corduroy
Nike;Nike SB Dunk Low;Nike SB Dunk Low TIGHTBOOTH;2023-11-14;145 CHF;https://stockx.com/nike-sb-dunk-low-tightbooth
Nike;Nike SB Dunk Low;Nike SB Dunk Low April Skateboards;2023-11-27;202 CHF;https://stockx.com/nike-sb-dunk-low-april-skateboards
Jordan;Nike Dunk Low;Nike Dunk Low Next Nature White Light Orewood Brown (Women's);2022-01-22;97 CHF;https://stockx.com/nike-dunk-low-next-nature-white-light-orewood-brown-w
New Balance;Jordan 1 Retro High OG;Jordan 1 Retro High OG Palomino;2023-09-02;127 CHF;https://stockx.com/air-jordan-1-retro-high-og-palomino
Crocs;New Balance 9060;New Balance 9060 Rain Cloud Grey;2022-09-02;105 CHF;https://stockx.com/new-balance-9060-rain-cloud-grey
Nike;Crocs Classic Clog;Crocs Classic Clog DreamWorks Shrek;2023-09-13;86 CHF;https://stockx.com/crocs-classic-clog-dreamworks-shrek
Jordan;Nike Air Force 1 Low;Nike Air Force 1 Low Supreme White;2020-03-05;124 CHF;https://stockx.com/nike-air-force-1-low-supreme-box-logo-white
UGG;Jordan 3 Retro;Jordan 3 Retro White Cement Reimagined;2023-03-11;158 CHF;https://stockx.com/air-jordan-3-retro-white-cement-reimagined
Nike;UGG Tazz Slipper;UGG Tazz Slipper Chestnut (Kids);2023-01-25;109 CHF;https://stockx.com/ugg-tazz-slipper-chestnut-kids
adidas;Nike SB Dunk Low Pro;Nike SB Dunk Low Pro White Gum;2023-03-01;109 CHF;https://stockx.com/nike-sb-dunk-low-pro-white-gum
Nike;adidas Yeezy Slide;adidas Yeezy Slide Azure;2023-05-31;90 CHF;https://stockx.com/adidas-yeezy-slide-azure
Jordan;Nike Air Force 1 Low;Nike Air Force 1 Low Drake NOCTA Certified Lover Boy;2022-12-08;111 CHF;https://stockx.com/nike-air-force-1-low-drake-certified-lover-boy
Jordan;Jordan 1 Retro High OG;Jordan 1 Retro High OG Chicago Lost and Found;2022-11-19;259 CHF;https://stockx.com/air-jordan-1-retro-high-og-chicago-reimagined-lost-and-found
Nike;Jordan 1 Mid;Jordan 1 Mid University Blue Black;2023-07-14;71 CHF;https://stockx.com/air-jordan-1-mid-university-blue-black
Jordan;Nike Dunk Low;Nike Dunk Low Athletic Department University Blue;2023-07-25;102 CHF;https://stockx.com/nike-dunk-low-athletic-department-light-smoke-grey-university-blue
Birkenstock;Jordan 5 Retro;Jordan 5 Retro A Ma Maniére Dusk;2023-11-24;320 CHF;https://stockx.com/air-jordan-5-retro-sp-a-ma-maniere-black
Jordan;Birkenstock Boston Soft Footbed;Birkenstock Boston Soft Footbed Suede Taupe;2021-08-31;130 CHF;https://stockx.com/birkenstock-boston-soft-footbed-suede-taupe
Jordan;Jordan 1 Retro High OG;Jordan 1 Retro High OG Washed Black;2023-06-10;127 CHF;https://stockx.com/air-jordan-1-retro-high-og-washed-black
Nike;Jordan 11 Retro;Jordan 11 Retro Neapolitan (Women's);2023-11-11;139 CHF;https://stockx.com/air-jordan-11-retro-neapolitan-womens
Jordan;Nike Air Force 1 Low;Nike Air Force 1 Low Supreme Black;2020-03-05;137 CHF;https://stockx.com/nike-air-force-1-low-supreme-box-logo-black
Jordan;Jordan 11 Retro;Jordan 11 Retro Cherry (2022);2022-12-10;200 CHF;https://stockx.com/air-jordan-11-retro-cherry-2022
New Balance;Jordan 1 Retro High OG;Jordan 1 Retro High OG Satin Bred (Women's);2023-10-18;90 CHF;https://stockx.com/air-jordan-1-retro-high-og-satin-bred
Nike;New Balance 9060;New Balance 9060 Black Castlerock Grey;2022-09-02;133 CHF;https://stockx.com/new-balance-9060-black-castlerock-grey
adidas;Nike Dunk Low Premium;Nike Dunk Low Premium Light Orewood Brown;2023-08-30;83 CHF;https://stockx.com/nike-dunk-low-premium-light-orewood-brown
adidas;adidas Campus 00s;adidas Campus 00s Crystal White Core Black (Women's);2023-03-06;94 CHF;https://stockx.com/adidas-campus-00s-crystal-white-core-black
Nike;adidas Response CL;adidas Response CL Bad Bunny Paso Fino;2023-10-28;111 CHF;https://stockx.com/adidas-response-cl-bad-bunny-paso-fino
Nike;Nike Dunk Low;Nike Dunk Low Team Gold;2023-03-14;66 CHF;https://stockx.com/nike-dunk-low-team-gold
adidas;Nike Dunk Low;Nike Dunk Low Chicago Split;2023-07-14;93 CHF;https://stockx.com/nike-dunk-low-chicago-split
Nike;adidas Gazelle Bold;adidas Gazelle Bold Magic Beige Collegiate Green (Women's);2023-07-26;83 CHF;https://stockx.com/adidas-gazelle-bold-magic-beige-collegiate-green-womens
Nike;Nike Dunk Low;Nike Dunk Low Industrial Blue Sashiko;2023-03-09;90 CHF;https://stockx.com/nike-dunk-low-industrial-blue-sashiko
adidas;Nike Dunk Low;Nike Dunk Low Midnight Navy University Blue;2023-07-17;79 CHF;https://stockx.com/nike-dunk-low-midnight-navy-university-blue
Jordan;adidas Forum Low;adidas Forum Low The Simpsons Living Room;2023-11-11;115 CHF;https://stockx.com/adidas-forum-low-the-simpsons-living-room
adidas;Jordan 4 Retro;Jordan 4 Retro Midnight Navy;2022-10-29;262 CHF;https://stockx.com/air-jordan-4-retro-white-midnight-navy
Jordan;adidas Yeezy Foam RNR;adidas Yeezy Foam RNR MX Cinder;2023-05-31;108 CHF;https://stockx.com/adidas-yeezy-foam-rnnr-mx-brown-blue
New Balance;Jordan 3 Retro;Jordan 3 Retro Palomino;2023-07-29;182 CHF;https://stockx.com/air-jordan-3-retro-palomino
Jordan;New Balance 550;New Balance 550 Cream Black;2022-03-05;67 CHF;https://stockx.com/new-balance-550-cream-black
Nike;Jordan 1 Retro High OG;Jordan 1 Retro High OG Lucky Green;2023-04-15;121 CHF;https://stockx.com/air-jordan-1-retro-high-og-lucky-green
Nike;Nike Air VaporMax Plus;Nike Air VaporMax Plus Triple Black;2018-01-25;134 CHF;https://stockx.com/nike-air-vapormax-plus-triple-black
Nike;Nike Air Force 1 Low '07;Nike Air Force 1 Low '07 White (Travis Scott Cactus Jack Utopia Edition);2023-07-28;122 CHF;https://stockx.com/nike-air-force-1-low-07-white-travis-scott-cactus-jack-utopia-edition
Nike;Nike Dunk Low;Nike Dunk Low Athletic Department Deep Jungle;2023-10-01;91 CHF;https://stockx.com/nike-dunk-low-athletic-department-deep-jungle
Jordan;Nike Air Max 1 '86 OG;Nike Air Max 1 '86 OG Doernbecher Hailey (Women's);2023-12-02;189 CHF;https://stockx.com/nike-air-max-1-86-og-doernbecher-hailey-womens
UGG;Jordan 1 Low;Jordan 1 Low Panda (2023) (Women's);2023-03-10;78 CHF;https://stockx.com/air-jordan-1-low-panda-2023-womens
Nike;UGG Tazz Slipper;UGG Tazz Slipper Black (Women's);2021-11-01;131 CHF;https://stockx.com/ugg-tazz-slipper-black-w
Jordan;Nike Dunk Low Retro;Nike Dunk Low Retro White Black Panda (PS);2021-03-10;49 CHF;https://stockx.com/nike-dunk-low-retro-white-black-ps
New Balance;Jordan 8 Retro;Jordan 8 Retro Playoffs (2023);2023-09-30;187 CHF;https://stockx.com/air-jordan-8-retro-playoffs-2023
Jordan;New Balance 550;New Balance 550 White Grey;2022-01-14;65 CHF;https://stockx.com/new-balance-550-white-grey
Jordan;Jordan 1 Low;Jordan 1 Low Light Smoke Grey;2020-09-29;145 CHF;https://stockx.com/air-jordan-1-low-light-smoke-grey
Nike;Jordan 1 Retro High OG;Jordan 1 Retro High OG UNC Toe (GS);2023-07-22;106 CHF;https://stockx.com/air-jordan-1-retro-high-og-unc-toe-gs
Nike;Nike Zoom GT Cut 2;Nike Zoom GT Cut 2 Hyper Pink;2023-08-10;120 CHF;https://stockx.com/nike-zoom-gt-cut-2-hyper-pink
Nike;Nike Dunk High;Nike Dunk High Doernbecher Macey (Women's);2023-12-02;169 CHF;https://stockx.com/nike-dunk-high-doernbecher-macey-womens
Jordan;Nike SB Dunk Low;Nike SB Dunk Low Fog (2021/2023);2021-11-01;113 CHF;https://stockx.com/nike-dunk-sb-low-fog
Nike;Jordan 4 Retro;Jordan 4 Retro Military Black;2022-05-21;322 CHF;https://stockx.com/air-jordan-4-retro-military-black
ASICS;Nike Ja 1;Nike Ja 1 Halloween;2023-10-28;108 CHF;https://stockx.com/nike-ja-1-halloween
Jordan;ASICS Gel-Kayano 14;ASICS Gel-Kayano 14 Cream Black Metallic Plum;2023-05-30;145 CHF;https://stockx.com/asics-gel-kayano-14-cream-black-metallic-plum
Jordan;Jordan 4 Retro SE;Jordan 4 Retro SE Craft Photon Dust;2023-02-11;129 CHF;https://stockx.com/air-jordan-4-retro-se-craft-photon-dust
UGG;Jordan 4 Retro;Jordan 4 Retro Thunder (2023) (GS);2023-05-13;150 CHF;https://stockx.com/air-jordan-4-retro-thunder-2023-gs
Jordan;UGG Classic Mini II Boot;UGG Classic Mini II Boot Chestnut (Women's);2022-02-01;90 CHF;https://stockx.com/ugg-classic-mini-ii-boot-chestnut-w
Nike;Jordan 3 Retro;Jordan 3 Retro Off Noir;2023-11-15;152 CHF;https://stockx.com/air-jordan-3-retro-off-noir
Jordan;Nike SB Dunk Low;Nike SB Dunk Low Albino & Preto;2023-09-23;139 CHF;https://stockx.com/nike-sb-dunk-low-albino-preto-pearl-white
Nike;Jordan 1 Mid;Jordan 1 Mid Patent Black White Gold;2019-01-22;109 CHF;https://stockx.com/air-jordan-1-mid-patent-black-white-gold
adidas;Nike Ja 1;Nike Ja 1 Hunger;2023-05-25;107 CHF;https://stockx.com/nike-ja-1-hunger
Jordan;adidas Yeezy Boost 350 V2;adidas Yeezy Boost 350 V2 MX Dark Salt;2023-08-21;181 CHF;https://stockx.com/adidas-yeezy-boost-350-v2-mx-dark-salt
Nike;Jordan 1 Mid;Jordan 1 Mid Lucky Green;2023-03-01;77 CHF;https://stockx.com/air-jordan-1-mid-lucky-green
Nike;Nike Dunk Low QS;Nike Dunk Low QS LeBron James Fruity Pebbles;2022-11-08;112 CHF;https://stockx.com/nike-dunk-low-qs-lebron-james-fruity-pebbles
Jordan;Nike Dunk Low;Nike Dunk Low Anthracite;2023-11-14;109 CHF;https://stockx.com/nike-dunk-low-anthracite-pure-platinum
Jordan;Jordan 4 Retro SB;Jordan 4 Retro SB Pine Green;2023-03-21;276 CHF;https://stockx.com/air-jordan-4-retro-sb-pine-green
New Balance;Jordan 1 Retro High OG;Jordan 1 Retro High OG Washed Pink (Women's);2023-04-22;107 CHF;https://stockx.com/air-jordan-1-retro-high-og-atmosphere-pink-w
Jordan;New Balance 530;New Balance 530 White Silver Navy;2021-02-17;79 CHF;https://stockx.com/new-balance-530-white-silver-navy
Jordan;Jordan 4 Retro;Jordan 4 Retro Seafoam (Women's);2023-02-09;209 CHF;https://stockx.com/air-jordan-4-retro-oil-green-w
adidas;Jordan 11 Retro Low;Jordan 11 Retro Low Cement Grey;2023-04-01;184 CHF;https://stockx.com/air-jordan-11-retro-low-cement-grey
Nike;adidas Campus 00s;adidas Campus 00s Grey Gum (Kids);2023-02-18;102 CHF;https://stockx.com/adidas-campus-00s-grey-gum-gs
Jordan;Nike Dunk Low Retro;Nike Dunk Low Retro White Pure Platinum;2022-11-19;79 CHF;https://stockx.com/nike-dunk-low-retro-white-pure-platinum
adidas;Jordan 3 Retro;Jordan 3 Retro Wizards;2023-04-29;148 CHF;https://stockx.com/air-jordan-3-retro-wizards
Nike;adidas Yeezy Boost 350 V2;adidas Yeezy Boost 350 V2 Zebra;2017-02-25;271 CHF;https://stockx.com/adidas-yeezy-boost-350-v2-white-core-black-red
UGG;Nike Dunk Low;Nike Dunk Low Clear Jade;2023-07-01;68 CHF;https://stockx.com/nike-dunk-low-clear-jade
Nike;UGG Tasman Slipper;UGG Tasman Slipper Goat (Women's);2020-03-14;116 CHF;https://stockx.com/ugg-tasman-slipper-goat
Jordan;Nike Dunk Low;Nike Dunk Low Black Total Orange Mini Swoosh;2023-07-29;80 CHF;https://stockx.com/nike-dunk-low-grey-black-orange-mini-swoosh
Nike;Jordan 11 Retro;Jordan 11 Retro Cool Grey (2021);2021-12-11;167 CHF;https://stockx.com/air-jordan-11-retro-cool-grey-2021
Jordan;Nike Dunk Low;Nike Dunk Low Mica Green;2023-05-16;69 CHF;https://stockx.com/nike-dunk-low-mica-green
adidas;Jordan 1 Retro Low OG;Jordan 1 Retro Low OG Black Toe (2023);2023-08-04;109 CHF;https://stockx.com/air-jordan-1-retro-low-og-black-toe
Jordan;adidas Yeezy Boost 350 V2;adidas Yeezy Boost 350 V2 Static (Non-Reflective);2018-12-27;174 CHF;https://stockx.com/adidas-yeezy-boost-350-v2-static
Jordan;Jordan 5 Retro;Jordan 5 Retro Georgetown;2023-11-10;171 CHF;https://stockx.com/air-jordan-5-retro-georgetown
