UGG;UGG Tasman II Slipper Chesnut (Kids);74;https://stockx.com/ugg-tasman-ii-slipper-chesnut-kids;https://images.stockx.com/images/UGG-Tasman-II-Slipper-Chesnut-Kids-Product.jpg?fit=fill&bg=FFFFFF&w=1200&h=857&fm=jpg&auto=compress&dpr=2&trim=color&updated_at=1674645737&q=60;;
Nike;Nike Dunk Low UNC (2021) (GS);94;https://stockx.com/nike-dunk-low-unc-2021-gs;https://stockx.com/air-jordan-1-low-85-neutral-grey;;
Timberland;Timberland 6\;88;https://stockx.com/timberland-6-black-nubuck;https://images.stockx.com/images/Timberland-6-Black-Nubuck-Product.jpg?fit=fill&bg=FFFFFF&w=1200&h=857&fm=jpg&auto=compress&dpr=2&trim=color&updated_at=1637680363&q=60;;
Jordan;Jordan 1 Retro High OG Satin Bred (Women's);87;https://stockx.com/air-jordan-1-retro-high-og-satin-bred;https://images.stockx.com/images/Air-Jordan-1-Retro-High-OG-Satin-Bred-Product.jpg?fit=fill&bg=FFFFFF&w=1200&h=857&fm=jpg&auto=compress&dpr=2&trim=color&updated_at=1697118209&q=60;;
Jordan;Jordan 1 Retro Low OG Year of the Dragon (2024);174;https://stockx.com/air-jordan-1-retro-low-og-year-of-the-dragon-2024;https://images.stockx.com/images/Air-Jordan-1-Retro-Low-OG-Year-of-the-Dragon-2024.jpg?fit=fill&bg=FFFFFF&w=1200&h=857&fm=jpg&auto=compress&dpr=2&trim=color&updated_at=1704187806&q=60;;
Nike;Nike NOCTA Glide Drake White Chrome;127;https://stockx.com/nike-nocta-glide-drake-white-chrome;https://images.stockx.com/images/Nike-NOCTA-Glide-Drake-White-Chrome-Product.jpg?fit=fill&bg=FFFFFF&w=1200&h=857&fm=jpg&auto=compress&dpr=2&trim=color&updated_at=1698268064&q=60;;
ASICS;ASICS Gel-Kayano 14 Cream Black Metallic Plum;145;https://stockx.com/asics-gel-kayano-14-cream-black-metallic-plum;https://images.stockx.com/images/ASICS-Gel-Kayano-14-Cream-Black-Metallic-Plum-Product.jpg?fit=fill&bg=FFFFFF&w=1200&h=857&fm=jpg&auto=compress&dpr=2&trim=color&updated_at=1686309767&q=60;;
adidas;New Balance 9060 Sea Salt White;117;https://stockx.com/new-balance-9060-sea-salt-white;;;
Nike;Nike Dunk Low Valerian Blue;90;https://stockx.com/nike-dunk-low-valerian-blue;https://images.stockx.com/images/Nike-Dunk-Low-Valerian-Blue-Product.jpg?fit=fill&bg=FFFFFF&w=1200&h=857&fm=jpg&auto=compress&dpr=2&trim=color&updated_at=1652712361&q=60;;
Jordan;Jordan 1 Retro High OG Chicago Lost and Found;265;https://stockx.com/air-jordan-1-retro-high-og-chicago-reimagined-lost-and-found;https://images.stockx.com/images/Air-Jordan-1-Retro-High-OG-Chicago-Reimagined-Product.jpg?fit=fill&bg=FFFFFF&w=1200&h=857&fm=jpg&auto=compress&dpr=2&trim=color&updated_at=1665691099&q=60;;
